iter	Passed	Remaining
1514	3592	20119
1515	3594	20117
1516	3597	20114
1517	3599	20113
1518	3601	20108
1519	3603	20103
1520	3605	20098
1521	3607	20095
1522	3610	20095
1523	3613	20094
1524	3615	20092
1525	3617	20089
1526	3620	20086
1527	3622	20084
1528	3625	20084
1529	3627	20082
1530	3629	20078
1531	3632	20076
1532	3634	20072
1533	3636	20069
1534	3639	20068
1535	3641	20067
1536	3644	20065
1537	3646	20064
1538	3649	20064
1539	3651	20061
1540	3654	20062
1541	3657	20061
1542	3660	20062
1543	3663	20061
1544	3665	20057
1545	3667	20054
1546	3669	20053
1547	3673	20054
1548	3676	20055
1549	3678	20053
1550	3680	20049
1551	3682	20046
1552	3684	20042
1553	3687	20043
1554	3690	20040
1555	3692	20037
1556	3694	20035
1557	3696	20031
1558	3699	20028
1559	3701	20027
1560	3704	20027
1561	3707	20025
1562	3709	20022
1563	3711	20020
1564	3713	20017
1565	3716	20014
1566	3718	20012
1567	3721	20011
1568	3723	20008
1569	3725	20005
1570	3728	20002
1571	3730	19999
1572	3732	19995
1573	3735	19997
1574	3738	19995
1575	3740	19994
1576	3743	19993
1577	3745	19989
1578	3747	19986
1579	3750	19985
1580	3752	19984
1581	3755	19982
1582	3758	19982
1583	3760	19980
1584	3762	19976
1585	3765	19975
1586	3768	19975
1587	3770	19974
1588	3773	19974
1589	3775	19972
1590	3778	19970
1591	3781	19970
1592	3784	19971
1593	3787	19971
1594	3789	19971
1595	3792	19971
1596	3795	19971
1597	3798	19971
1598	3801	19974
1599	3804	19972
1600	3806	19971
1601	3809	19968
1602	3811	19965
1603	3814	19966
1604	3816	19963
1605	3819	19961
1606	3821	19960
1607	3824	19957
1608	3826	19954
1609	3829	19954
1610	3832	19955
1611	3834	19954
1612	3837	19953
1613	3840	19951
1614	3842	19949
1615	3845	19949
1616	3848	19951
1617	3851	19951
1618	3854	19951
1619	3856	19950
1620	3859	19949
1621	3862	19952
1622	3865	19952
1623	3868	19952
1624	3871	19951
1625	3873	19949
1626	3876	19948
1627	3879	19950
1628	3882	19951
1629	3884	19948
1630	3887	19945
1631	3889	19942
1632	3892	19941
1633	3894	19941
1634	3898	19943
1635	3900	19942
1636	3903	19940
1637	3905	19936
1638	3907	19935
1639	3910	19935
1640	3913	19935
1641	3916	19934
1642	3918	19933
1643	3921	19931
1644	3924	19930
1645	3927	19931
1646	3930	19932
1647	3933	19932
1648	3935	19930
1649	3937	19928
1650	3941	19929
1651	3944	19931
1652	3947	19930
1653	3949	19930
1654	3952	19928
1655	3954	19925
1656	3957	19925
1657	3960	19925
1658	3962	19924
1659	3965	19924
1660	3968	19921
1661	3970	19919
1662	3973	19919
1663	3976	19919
1664	3979	19919
1665	3981	19916
1666	3983	19913
1667	3985	19910
1668	3988	19910
1669	3991	19911
1670	3994	19909
1671	3996	19907
1672	3998	19903
1673	4001	19902
1674	4004	19901
1675	4006	19901
1676	4009	19901
1677	4012	19898
1678	4014	19895
1679	4016	19891
1680	4018	19889
1681	4021	19889
1682	4024	19888
1683	4027	19886
1684	4029	19885
1685	4032	19883
1686	4034	19881
1687	4037	19882
1688	4040	19882
1689	4043	19881
1690	4046	19884
1691	4049	19883
1692	4052	19883
1693	4055	19885
1694	4058	19885
1695	4061	19883
1696	4063	19882
1697	4066	19881
1698	4069	19882
1699	4072	19883
1700	4075	19882
1701	4077	19880
1702	4079	19877
1703	4082	19876
1704	4085	19875
1705	4087	19874
1706	4090	19873
