iter	RMSE
588	9.054983126
589	9.045721351
590	9.039824775
591	9.035110364
592	9.027697404
593	9.020918381
594	9.013600093
595	9.010026921
596	9.005877044
597	9.004277945
598	8.99616316
599	8.99458893
600	8.986960244
601	8.981507283
602	8.978187267
603	8.971754938
604	8.964874943
605	8.959791529
606	8.952207939
607	8.950692304
608	8.946811121
609	8.939373025
610	8.937879957
611	8.934229736
612	8.930237576
613	8.924717101
614	8.920644854
615	8.913466287
616	8.909861432
617	8.902826335
618	8.898934551
619	8.893636381
620	8.892217696
621	8.889291558
622	8.886730095
623	8.880520235
624	8.87326675
625	8.870950102
626	8.864900355
627	8.861775435
628	8.860331141
629	8.856592298
630	8.854370159
631	8.851664094
632	8.848198291
633	8.844562426
634	8.839596347
635	8.836984587
636	8.832091348
637	8.82857689
638	8.822812792
639	8.819571231
640	8.813971562
641	8.808456936
642	8.804231364
643	8.799115583
644	8.79369319
645	8.790375116
646	8.787944764
647	8.783446085
648	8.779013965
649	8.775788819
650	8.773420547
651	8.76859951
652	8.767338115
653	8.764252108
654	8.761042242
655	8.756755063
656	8.754476186
657	8.751489719
658	8.746482264
659	8.742315065
660	8.740110372
661	8.737198621
662	8.734321047
663	8.72955107
664	8.727212808
665	8.722521949
666	8.718545827
667	8.716448803
668	8.712531475
669	8.709788774
670	8.705207786
671	8.703178409
672	8.699370339
673	8.696629375
674	8.692473224
675	8.69000227
676	8.685663143
677	8.681390515
678	8.677184668
679	8.674652421
680	8.670427607
681	8.668391125
682	8.664523202
683	8.661062499
684	8.659165034
685	8.656736006
686	8.654079032
687	8.649456558
688	8.646537069
689	8.643986737
690	8.640654262
691	8.638346383
692	8.636549412
693	8.632720652
694	8.630571048
695	8.626811009
696	8.623116308
697	8.619458861
698	8.617266139
699	8.613863401
700	8.610537938
701	8.607529817
702	8.605814984
703	8.603695416
704	8.599262308
705	8.596340883
706	8.594697891
707	8.591315826
708	8.589687884
709	8.586847373
710	8.584671129
711	8.583809574
712	8.580787807
713	8.579213977
714	8.576152702
715	8.574602384
716	8.572457281
717	8.57036915
718	8.568874068
719	8.566155601
720	8.564125412
721	8.56012926
722	8.557290317
723	8.55584913
724	8.55323624
725	8.549938432
726	8.548007355
727	8.54647809
728	8.543747097
729	8.542012314
730	8.540521054
731	8.53873875
732	8.537285395
733	8.536001239
734	8.533338825
735	8.531200076
736	8.529481621
737	8.5254016
738	8.524111287
739	8.521536165
740	8.520278773
741	8.517745138
742	8.516102308
743	8.513610553
744	8.512071529
745	8.510745189
746	8.509299108
747	8.507717627
748	8.505281124
749	8.503367714
750	8.501609081
751	8.499766422
752	8.498241838
753	8.495869453
754	8.494750089
755	8.491718723
756	8.490130962
757	8.48782447
758	8.486739505
759	8.483807715
760	8.482751223
761	8.48047647
762	8.479071227
763	8.477557044
764	8.476678512
765	8.474474251
766	8.471683743
767	8.47082229
768	8.469325841
769	8.46659333
770	8.465278227
771	8.464437016
772	8.462994337
773	8.460886149
774	8.459684099
775	8.457595372
776	8.45643282
777	8.455260479
778	8.454222484
779	8.452832252
780	8.451705712
781	8.450937546
782	8.448906014
783	8.446344658
784	8.445591071
785	8.444251271
786	8.442263166
787	8.440365512
788	8.439494195
789	8.437546176
790	8.436824767
791	8.435675531
792	8.434227537
793	8.433114079
794	8.431507389
795	8.430429627
796	8.429373593
797	8.42833878
798	8.427138911
799	8.426129382
800	8.425140051
801	8.423892385
802	8.422930664
803	8.421692519
804	8.420492444
805	8.419329493
806	8.418401059
807	8.417245076
808	8.416066369
809	8.413766567
810	8.412663994
811	8.411775864
812	8.410824915
813	8.41020563
814	8.407967474
815	8.405768543
816	8.405327806
817	8.404269087
818	8.403083577
819	8.401955602
820	8.401253868
821	8.400660305
822	8.39983687
823	8.398744094
824	8.397941757
825	8.3971427
826	8.396125552
827	8.394010753
828	8.392921578
829	8.390850741
830	8.389190677
831	8.388595522
832	8.388037372
833	8.387020326
834	8.385010083
835	8.383400768
836	8.382763908
837	8.382155385
838	8.381418222
839	8.379473315
840	8.37790944
841	8.377126783
842	8.375238646
843	8.373719151
844	8.372806457
845	8.37131058
846	8.370655742
847	8.370088215
848	8.368271786
849	8.367904131
850	8.367026752
851	8.36638054
852	8.364760576
853	8.363165717
854	8.362615562
855	8.361009413
856	8.360473872
857	8.359771647
858	8.358224168
859	8.356530795
860	8.356014302
861	8.3554111
862	8.354753308
863	8.35411393
864	8.353455091
865	8.352834462
866	8.352335779
867	8.351805798
868	8.350998398
869	8.350480281
870	8.349972145
871	8.348479888
872	8.348061209
873	8.347477499
874	8.346960903
875	8.345356411
876	8.344870703
877	8.344469664
878	8.343072093
879	8.342500118
880	8.341071824
881	8.339665616
882	8.339291644
883	8.337848175
884	8.337479626
885	8.336901811
886	8.335412389
887	8.334863565
888	8.334326334
889	8.333859355
890	8.333405684
891	8.332960791
892	8.332514644
893	8.331135545
894	8.330774832
895	8.329508454
896	8.328892559
897	8.327585421
898	8.326298455
899	8.325112051
900	8.323830967
901	8.322552298
902	8.321372019
903	8.320207758
904	8.319080907
905	8.318457302
906	8.317762654
907	8.316642743
908	8.315441737
909	8.315071904
910	8.31440057
911	8.313253971
912	8.312821132
913	8.31174668
914	8.311393785
915	8.31097676
916	8.309866161
917	8.308833821
918	8.308191067
919	8.307785186
920	8.306707769
921	8.30565374
922	8.305258579
923	8.304948737
924	8.304562597
925	8.304258192
926	8.303874302
927	8.302830279
928	8.301802258
929	8.301430821
930	8.300459761
931	8.300089817
932	8.299797807
933	8.299198337
934	8.298200759
935	8.297168853
936	8.296813999
937	8.295843643
938	8.295488775
939	8.294571949
940	8.294225256
941	8.293946537
942	8.293376564
943	8.293038309
944	8.292100458
945	8.291769738
946	8.291499752
947	8.290567983
948	8.290224177
949	8.289307328
950	8.288982292
951	8.28811897
952	8.287197053
953	8.286937429
954	8.286486529
955	8.286223567
956	8.285969621
957	8.285561694
958	8.285143371
959	8.284214846
960	8.283300656
961	8.28278716
962	8.282377705
963	8.281975287
964	8.281675392
965	8.281296008
966	8.28040724
967	8.280016055
968	8.279631548
969	8.278801065
970	8.27850933
971	8.278275744
972	8.277799269
973	8.277426686
974	8.277060444
975	8.276700421
976	8.276310623
977	8.276028567
978	8.275579418
979	8.274770347
980	8.274496725
981	8.274278635
982	8.274011195
983	8.273656322
984	8.273383749
985	8.273024904
986	8.272558724
987	8.271734206
988	8.270922293
989	8.270589453
990	8.270220624
991	8.26987851
992	8.269554267
993	8.269301572
994	8.268510754
995	8.268255261
996	8.267918216
997	8.267699281
998	8.267388475
999	8.267174682
